series_id                     	year	period	value	footnote_codes
ORUC1000003I00001197          	2022	A01	100.0	7
ORUC1000003I00001205          	2022	A01	6.4	
ORUC1000003I00001206          	2022	A01	93.6	7
ORUC1000003J00001149          	2022	A01	4.7	
ORUC1000003J00001150          	2022	A01	95.3	7
ORUC1000003J00001156          	2022	A01	25.4	
ORUC1000003J00001157          	2022	A01	68.3	7
ORUC1000003J00001160          	2022	A01	27.7	
ORUC1000003J00001161          	2022	A01	72.3	7
ORUC1000003J00001166          	2022	A01	38.6	
ORUC1000003J00001167          	2022	A01	60.1	7
ORUC1000003J00001171          	2022	A01	48.7	7
ORUC1000003J00001172          	2022	A01	8.5	
ORUC1000003J00001173          	2022	A01	42.8	
ORUC1000003J00001176          	2022	A01	92.4	7
ORUC1000003J00001177          	2022	A01	7.6	
ORUC1000003J00001180          	2022	A01	41.4	
ORUC1000003J00001181          	2022	A01	57.1	7
ORUC1000003J00001182          	2022	A01	1.5	
ORUC1000003J00001187          	2022	A01	100.0	7
ORUC1000003J00001190          	2022	A01	54.8	7
ORUC1000003J00001191          	2022	A01	23.0	
ORUC1000003J00001192          	2022	A01	19.2	
ORUC1000003J00001193          	2022	A01	2.0	
ORUC1000003J00001201          	2022	A01	13.2	
ORUC1000003J00001202          	2022	A01	86.8	7
ORUC1000003J00001205          	2022	A01	3.3	
ORUC1000003J00001206          	2022	A01	96.7	7
ORUC1000003L00001149          	2022	A01	7.5	
ORUC1000003L00001150          	2022	A01	92.5	7
ORUC1000003L00001155          	2022	A01	2.0	
ORUC1000003L00001156          	2022	A01	17.2	
ORUC1000003L00001157          	2022	A01	80.8	7
ORUC1000003L00001160          	2022	A01	28.2	
ORUC1000003L00001161          	2022	A01	71.8	7
ORUC1000003L00001166          	2022	A01	34.1	
ORUC1000003L00001167          	2022	A01	65.2	7
ORUC1000003L00001171          	2022	A01	24.3	
ORUC1000003L00001172          	2022	A01	20.0	
ORUC1000003L00001173          	2022	A01	55.7	7
ORUC1000003L00001180          	2022	A01	27.2	
ORUC1000003L00001181          	2022	A01	58.9	7
ORUC1000003L00001182          	2022	A01	13.9	
ORUC1000003L00001187          	2022	A01	100.0	7
ORUC1000003L00001202          	2022	A01	97.6	7
ORUC1000003L00001205          	2022	A01	30.3	
ORUC1000003L00001206          	2022	A01	69.7	7
ORUC1000003M00001150          	2022	A01	99.1	7
ORUC1000003M00001155          	2022	A01	16.7	
ORUC1000003M00001156          	2022	A01	26.9	
ORUC1000003M00001157          	2022	A01	51.9	7
ORUC1000003M00001160          	2022	A01	14.9	
ORUC1000003M00001161          	2022	A01	85.1	7
ORUC1000003M00001166          	2022	A01	62.0	7
ORUC1000003M00001167          	2022	A01	36.9	
ORUC1000003M00001171          	2022	A01	31.5	
ORUC1000003M00001173          	2022	A01	61.2	7
ORUC1000003M00001176          	2022	A01	82.4	7
ORUC1000003M00001177          	2022	A01	17.6	
ORUC1000003M00001180          	2022	A01	32.6	
ORUC1000003M00001181          	2022	A01	65.8	7
ORUC1000003M00001182          	2022	A01	1.6	
ORUC1000003M00001190          	2022	A01	35.3	7
ORUC1000003M00001191          	2022	A01	15.1	
ORUC1000003M00001192          	2022	A01	27.7	
ORUC1000003M00001193          	2022	A01	14.3	
ORUC1000003M00001197          	2022	A01	99.3	7
ORUC1000003M00001201          	2022	A01	6.9	
ORUC1000003M00001202          	2022	A01	93.1	7
ORUC1000003M00001206          	2022	A01	99.3	7
ORUC1000003N00001150          	2022	A01	100.0	7
ORUC1000003N00001155          	2022	A01	6.5	
ORUC1000003N00001157          	2022	A01	40.3	7
ORUC1000003N00001160          	2022	A01	22.8	
ORUC1000003N00001161          	2022	A01	77.2	7
ORUC1000003N00001166          	2022	A01	59.2	7
ORUC1000003N00001167          	2022	A01	40.8	
ORUC1000003N00001171          	2022	A01	48.5	
ORUC1000003N00001172          	2022	A01	2.3	
ORUC1000003N00001173          	2022	A01	49.2	7
ORUC1000003N00001176          	2022	A01	73.6	7
ORUC1000003N00001177          	2022	A01	26.4	
ORUC1000003N00001180          	2022	A01	53.3	7
ORUC1000003N00001181          	2022	A01	42.6	
ORUC1000003N00001187          	2022	A01	100.0	7
ORUC1000003N00001190          	2022	A01	28.4	
ORUC1000003N00001191          	2022	A01	43.1	7
ORUC1000003N00001192          	2022	A01	23.9	
ORUC1000003N00001197          	2022	A01	100.0	7
ORUC1000003N00001201          	2022	A01	19.3	
ORUC1000003N00001202          	2022	A01	80.7	7
ORUC1000003O00001150          	2022	A01	100.0	7
ORUC1000003O00001157          	2022	A01	60.1	7
ORUC1000003O00001160          	2022	A01	15.2	
ORUC1000003O00001161          	2022	A01	84.8	7
ORUC1000003O00001171          	2022	A01	17.6	
ORUC1000003O00001173          	2022	A01	78.5	7
ORUC1000003O00001181          	2022	A01	60.0	7
ORUC1000003O00001187          	2022	A01	100.0	7
ORUC1000003O00001190          	2022	A01	22.3	
ORUC1000003O00001192          	2022	A01	28.4	
ORUC1000003O00001197          	2022	A01	100.0	7
ORUC1000003O00001202          	2022	A01	92.9	7
ORUC1000003O00001206          	2022	A01	92.2	7
ORUC1000003P00001150          	2022	A01	100.0	7
ORUC1000003P00001156          	2022	A01	63.8	7
ORUC1000003P00001157          	2022	A01	31.7	
ORUC1000003P00001161          	2022	A01	88.2	7
ORUC1000003P00001166          	2022	A01	72.2	7
ORUC1000003P00001167          	2022	A01	27.8	
ORUC1000003P00001173          	2022	A01	58.9	7
ORUC1000003P00001180          	2022	A01	58.2	7
ORUC1000003P00001181          	2022	A01	37.5	
ORUC1000003P00001187          	2022	A01	100.0	7
ORUC1000003P00001190          	2022	A01	41.6	7
ORUC1000003P00001191          	2022	A01	30.9	
ORUC1000003P00001192          	2022	A01	13.5	
ORUC1000003P00001197          	2022	A01	100.0	7
ORUC1000003P00001202          	2022	A01	100.0	7
ORUC1000003R00001150          	2022	A01	94.8	7
ORUC1000003R00001154          	2022	A01	4.3	
ORUC1000003R00001155          	2022	A01	10.6	
ORUC1000003R00001156          	2022	A01	26.2	
ORUC1000003R00001157          	2022	A01	58.9	7
ORUC1000003R00001160          	2022	A01	27.1	
ORUC1000003R00001161          	2022	A01	72.9	7
ORUC1000003R00001166          	2022	A01	37.8	
ORUC1000003R00001167          	2022	A01	61.9	7
ORUC1000003R00001176          	2022	A01	92.1	7
ORUC1000003R00001177          	2022	A01	7.9	
ORUC1000003R00001187          	2022	A01	100.0	7
ORUC1000003R00001197          	2022	A01	93.7	7
ORUC1000003R00001198          	2022	A01	6.3	
ORUC1000003R00001205          	2022	A01	23.5	
ORUC1000003R00001206          	2022	A01	76.5	7
ORUC1000003T00001149          	2022	A01	37.0	
ORUC1000003T00001150          	2022	A01	63.0	7
ORUC1000003T00001156          	2022	A01	48.9	7
ORUC1000003T00001157          	2022	A01	46.1	
ORUC1000003T00001161          	2022	A01	82.0	7
ORUC1000003T00001166          	2022	A01	68.9	7
ORUC1000003T00001167          	2022	A01	31.1	
ORUC1000003T00001171          	2022	A01	33.7	
ORUC1000003T00001172          	2022	A01	7.0	
ORUC1000003T00001173          	2022	A01	59.3	7
ORUC1000003T00001176          	2022	A01	100.0	7
ORUC1000003T00001181          	2022	A01	68.8	7
ORUC1000003T00001182          	2022	A01	26.0	
ORUC1000003T00001187          	2022	A01	100.0	7
ORUC1000003T00001190          	2022	A01	15.8	
ORUC1000003T00001191          	2022	A01	7.4	
ORUC1000003T00001192          	2022	A01	31.1	
ORUC1000003T00001193          	2022	A01	33.2	7
ORUC1000003T00001194          	2022	A01	12.5	
ORUC1000003T00001197          	2022	A01	100.0	7
ORUC1000003T00001202          	2022	A01	100.0	7
ORUC1000003T00001206          	2022	A01	81.5	7
ORUC1000003U00001149          	2022	A01	8.7	
ORUC1000003U00001150          	2022	A01	91.3	7
ORUC1000003U00001155          	2022	A01	2.8	
ORUC1000003U00001156          	2022	A01	41.1	
ORUC1000003U00001157          	2022	A01	56.2	7
ORUC1000003U00001160          	2022	A01	37.6	
ORUC1000003U00001161          	2022	A01	62.4	7
ORUC1000003U00001166          	2022	A01	32.7	
ORUC1000003U00001167          	2022	A01	66.6	7
ORUC1000003U00001171          	2022	A01	31.1	
ORUC1000003U00001173          	2022	A01	66.5	7
ORUC1000003U00001176          	2022	A01	96.4	7
ORUC1000003U00001180          	2022	A01	27.6	
ORUC1000003U00001181          	2022	A01	64.7	7
ORUC1000003U00001187          	2022	A01	100.0	7
ORUC1000003U00001190          	2022	A01	35.8	7
ORUC1000003U00001191          	2022	A01	32.9	
ORUC1000003U00001192          	2022	A01	18.7	
ORUC1000003U00001205          	2022	A01	35.4	
ORUC1000003U00001206          	2022	A01	64.6	7
ORUC1000003V00001149          	2022	A01	66.4	7
ORUC1000003V00001150          	2022	A01	33.6	
ORUC1000003V00001154          	2022	A01	15.1	
ORUC1000003V00001155          	2022	A01	19.6	
ORUC1000003V00001156          	2022	A01	30.2	
ORUC1000003V00001157          	2022	A01	35.1	7
ORUC1000003V00001160          	2022	A01	70.4	7
ORUC1000003V00001161          	2022	A01	29.6	
ORUC1000003V00001166          	2022	A01	38.7	
ORUC1000003V00001167          	2022	A01	53.3	7
ORUC1000003V00001171          	2022	A01	43.8	
ORUC1000003V00001172          	2022	A01	10.7	
ORUC1000003V00001173          	2022	A01	45.4	7
ORUC1000003V00001181          	2022	A01	56.9	7
ORUC1000003V00001182          	2022	A01	41.8	
ORUC1000003V00001187          	2022	A01	100.0	7
ORUC1000003V00001190          	2022	A01	31.3	7
ORUC1000003V00001191          	2022	A01	19.6	
ORUC1000003V00001192          	2022	A01	23.4	
ORUC1000003V00001193          	2022	A01	16.1	
ORUC1000003V00001194          	2022	A01	9.5	
ORUC1000003V00001197          	2022	A01	81.0	7
ORUC1000003V00001198          	2022	A01	19.0	
ORUC1000003V00001202          	2022	A01	100.0	7
ORUC1000003V00001205          	2022	A01	24.4	
ORUC1000003V00001206          	2022	A01	75.6	7
ORUC1000003W00001150          	2022	A01	93.6	7
ORUC1000003W00001160          	2022	A01	43.3	
ORUC1000003W00001161          	2022	A01	56.7	7
ORUC1000003W00001167          	2022	A01	80.9	7
ORUC1000003W00001171          	2022	A01	22.4	
ORUC1000003W00001173          	2022	A01	70.1	7
ORUC1000003W00001176          	2022	A01	79.7	7
ORUC1000003W00001177          	2022	A01	20.3	
ORUC1000003W00001181          	2022	A01	70.2	7
ORUC1000003W00001182          	2022	A01	23.8	
ORUC1000003W00001187          	2022	A01	100.0	7
ORUC1000003W00001197          	2022	A01	89.3	7
ORUC1000003W00001198          	2022	A01	10.7	
ORUC1000003W00001202          	2022	A01	91.0	7
ORUC1000003Y00001149          	2022	A01	84.3	7
ORUC1000003Y00001173          	2022	A01	81.7	7
ORUC1000003Y00001191          	2022	A01	65.7	7
ORUC1000003Y00001197          	2022	A01	67.3	7
ORUC1000003Y00001202          	2022	A01	100.0	7
ORUC1000003Y00001206          	2022	A01	77.0	7
ORUC1000003Z00001149          	2022	A01	90.3	7
ORUC1000003Z00001150          	2022	A01	9.7	
ORUC1000003Z00001160          	2022	A01	71.8	7
ORUC1000003Z00001161          	2022	A01	28.2	
ORUC1000003Z00001176          	2022	A01	100.0	7
ORUC1000003Z00001187          	2022	A01	100.0	7
ORUC1000003Z00001197          	2022	A01	73.8	7
ORUC1000003Z00001198          	2022	A01	26.2	
ORUC1000003Z00001202          	2022	A01	100.0	7
ORUC1000004C00001156          	2022	A01	30.4	
ORUC1000004C00001157          	2022	A01	30.8	
ORUC1000004C00001160          	2022	A01	54.7	7
ORUC1000004C00001166          	2022	A01	26.2	
ORUC1000004C00001167          	2022	A01	69.3	7
ORUC1000004C00001187          	2022	A01	100.0	7
ORUC1000004C00001197          	2022	A01	90.8	7
ORUC1000004C00001206          	2022	A01	98.0	7
ORUC1000004D00001149          	2022	A01	90.6	7
ORUC1000004D00001150          	2022	A01	9.4	
ORUC1000004D00001154          	2022	A01	3.5	
ORUC1000004D00001155          	2022	A01	19.1	
ORUC1000004D00001156          	2022	A01	40.7	7
ORUC1000004D00001157          	2022	A01	36.7	
ORUC1000004D00001160          	2022	A01	79.5	7
ORUC1000004D00001161          	2022	A01	20.5	
ORUC1000004D00001166          	2022	A01	33.3	
ORUC1000004D00001167          	2022	A01	58.5	7
ORUC1000004D00001171          	2022	A01	32.6	
ORUC1000004D00001172          	2022	A01	13.4	
ORUC1000004D00001173          	2022	A01	54.0	7
ORUC1000004D00001181          	2022	A01	67.7	7
ORUC1000004D00001182          	2022	A01	23.0	
ORUC1000004D00001187          	2022	A01	98.8	7
ORUC1000004D00001190          	2022	A01	48.8	7
ORUC1000004D00001191          	2022	A01	27.4	
ORUC1000004D00001192          	2022	A01	18.6	
ORUC1000004D00001197          	2022	A01	58.2	7
ORUC1000004D00001198          	2022	A01	41.8	
ORUC1000004D00001202          	2022	A01	100.0	7
ORUC1000004D00001205          	2022	A01	10.4	
ORUC1000004D00001206          	2022	A01	89.6	7
ORUC1000004G00001149          	2022	A01	91.1	7
ORUC1000004G00001150          	2022	A01	8.9	
ORUC1000004G00001154          	2022	A01	3.6	
ORUC1000004G00001155          	2022	A01	4.8	
ORUC1000004G00001156          	2022	A01	51.3	7
ORUC1000004G00001157          	2022	A01	40.2	
ORUC1000004G00001160          	2022	A01	78.3	7
ORUC1000004G00001161          	2022	A01	21.7	
ORUC1000004G00001166          	2022	A01	21.5	
ORUC1000004G00001167          	2022	A01	73.9	7
ORUC1000004G00001171          	2022	A01	28.6	
ORUC1000004G00001172          	2022	A01	35.3	
ORUC1000004G00001173          	2022	A01	36.0	7
ORUC1000004G00001176          	2022	A01	98.7	7
ORUC1000004G00001181          	2022	A01	52.5	7
ORUC1000004G00001182          	2022	A01	45.6	
ORUC1000004G00001187          	2022	A01	100.0	7
ORUC1000004G00001190          	2022	A01	42.3	7
ORUC1000004G00001191          	2022	A01	25.0	
ORUC1000004G00001192          	2022	A01	12.0	
ORUC1000004G00001197          	2022	A01	64.0	7
ORUC1000004G00001198          	2022	A01	36.0	
ORUC1000004G00001202          	2022	A01	100.0	7
ORUC1000004G00001205          	2022	A01	18.5	
ORUC1000004G00001206          	2022	A01	81.5	7
ORUC1000004J00001149          	2022	A01	95.1	7
ORUC1000004J00001160          	2022	A01	95.1	7
ORUC1000004J00001166          	2022	A01	47.9	7
ORUC1000004J00001167          	2022	A01	47.3	
ORUC1000004J00001171          	2022	A01	33.6	
ORUC1000004J00001176          	2022	A01	88.5	7
ORUC1000004J00001181          	2022	A01	90.3	7
ORUC1000004J00001187          	2022	A01	100.0	7
ORUC1000004J00001197          	2022	A01	91.3	7
ORUC1000004J00001198          	2022	A01	8.7	
ORUC1000004J00001202          	2022	A01	100.0	7
ORUC1000004L00001149          	2022	A01	96.4	7
ORUC1000004L00001154          	2022	A01	18.4	
ORUC1000004L00001155          	2022	A01	25.4	
ORUC1000004L00001160          	2022	A01	64.6	7
ORUC1000004L00001161          	2022	A01	35.4	
ORUC1000004L00001166          	2022	A01	36.7	
ORUC1000004L00001167          	2022	A01	58.5	7
ORUC1000004L00001171          	2022	A01	40.8	
ORUC1000004L00001173          	2022	A01	48.3	7
ORUC1000004L00001182          	2022	A01	38.3	
ORUC1000004L00001186          	2022	A01	29.5	
ORUC1000004L00001187          	2022	A01	70.5	7
ORUC1000004L00001190          	2022	A01	38.7	7
ORUC1000004L00001193          	2022	A01	19.7	
ORUC1000004L00001197          	2022	A01	21.5	
ORUC1000004L00001198          	2022	A01	78.5	7
ORUC1000004L00001205          	2022	A01	64.7	7
ORUC1000004L00001206          	2022	A01	35.3	
ORUC1000004N00001149          	2022	A01	80.1	7
ORUC1000004N00001150          	2022	A01	19.9	
ORUC1000004N00001160          	2022	A01	73.9	7
ORUC1000004N00001161          	2022	A01	26.1	
ORUC1000004N00001166          	2022	A01	49.8	7
ORUC1000004N00001167          	2022	A01	40.6	
ORUC1000004N00001171          	2022	A01	41.0	7
ORUC1000004N00001172          	2022	A01	18.4	
ORUC1000004N00001173          	2022	A01	40.5	
ORUC1000004N00001187          	2022	A01	98.4	7
ORUC1000004N00001197          	2022	A01	92.1	7
ORUC1000004N00001198          	2022	A01	7.9	
ORUC1000004N00001205          	2022	A01	19.5	
ORUC1000004N00001206          	2022	A01	80.5	7
ORUC1000004O00001149          	2022	A01	98.9	7
ORUC1000004O00001161          	2022	A01	89.6	7
ORUC1000004O00001166          	2022	A01	34.0	7
ORUC1000004O00001167          	2022	A01	32.6	
ORUC1000004O00001171          	2022	A01	32.4	
ORUC1000004O00001173          	2022	A01	67.6	7
ORUC1000004O00001176          	2022	A01	100.0	7
ORUC1000004O00001187          	2022	A01	100.0	7
ORUC1000004O00001202          	2022	A01	100.0	7
ORUC1000004P00001149          	2022	A01	95.8	7
ORUC1000004P00001150          	2022	A01	4.2	
ORUC1000004P00001154          	2022	A01	10.1	
ORUC1000004P00001155          	2022	A01	21.0	
ORUC1000004P00001156          	2022	A01	45.4	7
ORUC1000004P00001157          	2022	A01	23.5	
ORUC1000004P00001160          	2022	A01	57.2	7
ORUC1000004P00001161          	2022	A01	42.8	
ORUC1000004P00001166          	2022	A01	62.7	7
ORUC1000004P00001167          	2022	A01	33.3	
ORUC1000004P00001171          	2022	A01	24.2	
ORUC1000004P00001172          	2022	A01	17.6	
ORUC1000004P00001173          	2022	A01	58.2	7
ORUC1000004P00001176          	2022	A01	98.2	7
ORUC1000004P00001181          	2022	A01	66.3	7
ORUC1000004P00001182          	2022	A01	23.9	
ORUC1000004P00001187          	2022	A01	97.3	7
ORUC1000004P00001190          	2022	A01	29.0	7
ORUC1000004P00001191          	2022	A01	15.3	
ORUC1000004P00001192          	2022	A01	22.9	
ORUC1000004P00001193          	2022	A01	10.6	
ORUC1000004P00001194          	2022	A01	22.3	
ORUC1000004P00001197          	2022	A01	92.5	7
ORUC1000004P00001198          	2022	A01	7.5	
ORUC1000004P00001205          	2022	A01	22.9	
ORUC1000004P00001206          	2022	A01	77.1	7
ORUC1000004Q00001149          	2022	A01	84.2	7
ORUC1000004Q00001150          	2022	A01	15.8	
ORUC1000004Q00001154          	2022	A01	3.9	
ORUC1000004Q00001155          	2022	A01	18.0	
ORUC1000004Q00001156          	2022	A01	43.8	7
ORUC1000004Q00001157          	2022	A01	34.3	
ORUC1000004Q00001160          	2022	A01	60.5	7
ORUC1000004Q00001161          	2022	A01	39.5	
ORUC1000004Q00001166          	2022	A01	51.4	7
ORUC1000004Q00001167          	2022	A01	43.2	
ORUC1000004Q00001171          	2022	A01	36.8	
ORUC1000004Q00001172          	2022	A01	12.6	
ORUC1000004Q00001173          	2022	A01	50.7	7
ORUC1000004Q00001176          	2022	A01	94.6	7
ORUC1000004Q00001177          	2022	A01	5.4	
ORUC1000004Q00001181          	2022	A01	77.4	7
ORUC1000004Q00001182          	2022	A01	12.4	
